year,P,S,E
2045,0.679319,0.550222,0.737483
2045.1,0.679448,0.550118,0.737716
2045.2,0.679694,0.550406,0.738391
2045.3,0.679597,0.550413,0.738717
2045.4,0.679379,0.550431,0.738942
2045.5,0.678993,0.550345,0.738666
2045.6,0.678873,0.550411,0.738813
2045.7,0.67908,0.550378,0.738646
2045.8,0.679331,0.550303,0.738903
2045.9,0.679141,0.550684,0.739156
2046,0.679029,0.550342,0.739461
2046.1,0.679143,0.550345,0.739147
2046.2,0.679096,0.550486,0.73862
2046.3,0.679249,0.550423,0.738378
2046.4,0.679331,0.550298,0.738171
2046.5,0.679567,0.550446,0.737767
2046.6,0.679955,0.550707,0.737917
2046.7,0.679957,0.550564,0.73785
2046.8,0.679871,0.550651,0.737499
2046.9,0.679693,0.550628,0.737345
2047,0.679877,0.550578,0.737316
2047.1,0.679814,0.55114,0.736924
2047.2,0.680037,0.551383,0.736816
2047.3,0.680066,0.551481,0.737008
2047.4,0.680118,0.55148,0.737258
2047.5,0.680018,0.551114,0.737158
2047.6,0.679877,0.551209,0.737464
2047.7,0.680044,0.550972,0.737522
2047.8,0.679653,0.55081,0.737486
2047.9,0.679668,0.550676,0.737163
2048,0.679308,0.550509,0.736755
2048.1,0.679052,0.550391,0.736781
2048.2,0.679227,0.550346,0.736686
2048.3,0.679634,0.550316,0.736977
2048.4,0.679808,0.550295,0.737085
2048.5,0.679914,0.550542,0.737221
2048.6,0.679954,0.550754,0.737176
2048.7,0.680093,0.55065,0.737219
2048.8,0.679791,0.550565,0.737247
2048.9,0.679439,0.551251,0.737261
2049,0.679699,0.551236,0.737189
2049.1,0.679813,0.551195,0.737492
2049.2,0.679804,0.551172,0.737404
2049.3,0.680239,0.55116,0.737816
2049.4,0.680206,0.550696,0.737916
2049.5,0.679697,0.550438,0.737816
2049.6,0.679438,0.550496,0.7383
2049.7,0.679325,0.550004,0.738141
2049.8,0.678997,0.549851,0.737781
2049.9,0.679384,0.549638,0.737812
2050,0.679324,0.549357,0.737585
2050.1,0.679091,0.549598,0.737457
2050.2,0.679222,0.549853,0.7377
2050.3,0.679154,0.550075,0.737577
2050.4,0.679453,0.550053,0.737224
2050.5,0.679318,0.549772,0.73719
2050.6,0.679099,0.549553,0.737697
2050.7,0.679289,0.549561,0.737401
2050.8,0.679302,0.549299,0.736464
2050.9,0.679445,0.549609,0.736141
2051,0.679709,0.549515,0.735603
2051.1,0.679464,0.549679,0.736352
2051.2,0.680132,0.549809,0.73677
2051.3,0.679997,0.54995,0.736985
2051.4,0.679797,0.549888,0.73702
2051.5,0.679857,0.550055,0.736766
2051.6,0.679938,0.550078,0.736825
2051.7,0.680173,0.550224,0.73735
2051.8,0.680113,0.549837,0.737185
2051.9,0.680015,0.549724,0.736909
2052,0.679694,0.550205,0.736483
2052.1,0.679724,0.550248,0.736367
2052.2,0.679943,0.550013,0.736542
2052.3,0.679957,0.549869,0.736626
2052.4,0.6801,0.549971,0.736473
2052.5,0.679729,0.550313,0.736489
2052.6,0.679779,0.550199,0.736377
2052.7,0.679666,0.549794,0.73631
2052.8,0.679613,0.549585,0.736196
2052.9,0.679589,0.549844,0.736208
2053,0.679478,0.549733,0.736568
2053.1,0.679408,0.549486,0.736321
2053.2,0.679331,0.549823,0.736588
2053.3,0.679127,0.55007,0.736413
2053.4,0.679232,0.550086,0.736697
2053.5,0.679343,0.54969,0.736338
2053.6,0.679364,0.549919,0.736719
2053.7,0.679178,0.549402,0.736581
2053.8,0.679464,0.549372,0.73679
2053.9,0.679464,0.549216,0.736624
2054,0.67954,0.549259,0.736735
2054.1,0.679337,0.549389,0.736957
2054.2,0.679288,0.549313,0.737063
2054.3,0.679441,0.549199,0.736695
2054.4,0.67962,0.549425,0.735911
2054.5,0.679503,0.549381,0.736091
2054.6,0.679248,0.549697,0.736114
2054.7,0.679048,0.5499,0.736274
2054.8,0.679198,0.550219,0.736427
2054.9,0.679366,0.550175,0.736893
2055,0.678804,0.550519,0.737104
2055.1,0.67875,0.55072,0.737154
2055.2,0.678821,0.550788,0.737086
2055.3,0.679076,0.55095,0.73674
2055.4,0.679005,0.550929,0.736791
2055.5,0.678844,0.550732,0.736923
2055.6,0.678805,0.550875,0.73716
2055.7,0.679196,0.550746,0.737046
2055.8,0.679027,0.550978,0.736478
2055.9,0.67879,0.550966,0.736655
2056,0.678969,0.550973,0.736921
2056.1,0.679345,0.550818,0.737067
2056.2,0.679234,0.550735,0.736841
2056.3,0.678848,0.550755,0.736625
2056.4,0.678734,0.550543,0.736492
2056.5,0.678502,0.550957,0.736591
2056.6,0.678816,0.550875,0.736502
2056.7,0.678897,0.551078,0.736195
2056.8,0.679254,0.550935,0.736866
2056.9,0.679091,0.550883,0.736498
2057,0.679468,0.550858,0.736008
2057.1,0.679354,0.550849,0.735894
2057.2,0.679546,0.550472,0.735605
2057.3,0.679855,0.550578,0.735729
2057.4,0.679702,0.550629,0.735413
2057.5,0.679799,0.550631,0.735639
2057.6,0.679589,0.550243,0.735307
2057.7,0.679593,0.549971,0.735219
2057.8,0.679686,0.549907,0.73513
2057.9,0.679483,0.549834,0.735136
2058,0.67927,0.550029,0.734971
2058.1,0.679288,0.549934,0.735418
2058.2,0.679178,0.549829,0.735601
2058.3,0.67893,0.550022,0.735779
2058.4,0.678696,0.550108,0.736103
2058.5,0.678671,0.550156,0.73547
2058.6,0.678531,0.550257,0.735324
2058.7,0.678743,0.550283,0.735141
2058.8,0.678704,0.55073,0.735097
2058.9,0.678777,0.550551,0.734594
2059,0.678578,0.550415,0.735076
2059.1,0.678451,0.550382,0.734968
2059.2,0.678551,0.550357,0.735232
2059.3,0.678624,0.550095,0.735958
2059.4,0.678671,0.549754,0.73524
2059.5,0.678561,0.54982,0.735022
2059.6,0.678252,0.549779,0.734854
2059.7,0.67854,0.549703,0.734849
2059.8,0.678043,0.549924,0.734546
2059.9,0.678129,0.550082,0.734363
2060,0.677707,0.550327,0.73428
2060.1,0.677538,0.550626,0.734016
2060.2,0.677794,0.55065,0.734396
2060.3,0.677669,0.550462,0.734114
2060.4,0.677827,0.550486,0.734022
2060.5,0.677854,0.550392,0.734315
2060.6,0.677996,0.550343,0.733932
2060.7,0.67771,0.549949,0.733626
2060.8,0.677992,0.549981,0.733395
2060.9,0.678141,0.550143,0.733117
2061,0.67825,0.54992,0.732939
2061.1,0.678211,0.549746,0.733211
2061.2,0.678299,0.549873,0.733329
2061.3,0.678497,0.549904,0.733617
2061.4,0.678727,0.550095,0.733868
2061.5,0.678757,0.550011,0.733794
2061.6,0.679064,0.550453,0.734209
2061.7,0.679115,0.550291,0.734297
2061.8,0.67899,0.550435,0.734327
2061.9,0.678642,0.550414,0.734084
2062,0.678441,0.550398,0.734714
2062.1,0.678525,0.550556,0.735144
2062.2,0.6787,0.550431,0.735194
2062.3,0.678766,0.5502,0.734905
2062.4,0.678443,0.55021,0.735255
2062.5,0.678352,0.550391,0.73543
2062.6,0.678113,0.550458,0.735804
2062.7,0.677925,0.550394,0.736516
2062.8,0.677975,0.550392,0.736546
2062.9,0.677913,0.550302,0.736521
2063,0.678045,0.550629,0.736334
2063.1,0.678064,0.550624,0.736348
2063.2,0.67814,0.550853,0.736593
2063.3,0.678207,0.550489,0.736052
2063.4,0.678397,0.550643,0.735871
2063.5,0.678461,0.550868,0.735872
2063.6,0.678623,0.550729,0.73536
2063.7,0.678646,0.550638,0.735058
2063.8,0.678702,0.550478,0.734753
2063.9,0.678885,0.550658,0.735138
2064,0.678878,0.550427,0.734988
2064.1,0.679423,0.550545,0.735179
2064.2,0.679373,0.550494,0.734844
2064.3,0.679209,0.550482,0.734947
2064.4,0.679193,0.550008,0.734753
2064.5,0.678896,0.549742,0.734295
2064.6,0.678949,0.549789,0.734317
2064.7,0.679152,0.549837,0.733793
2064.8,0.679071,0.549699,0.734124
2064.9,0.678787,0.549613,0.73375
2065,0.678707,0.549373,0.733863
2065.1,0.678881,0.549256,0.7344
2065.2,0.678767,0.549548,0.734448
2065.3,0.67857,0.54933,0.734607
2065.4,0.678645,0.549174,0.734977
2065.5,0.678547,0.549199,0.735197
2065.6,0.678336,0.549185,0.735258
2065.7,0.678521,0.549296,0.735238
2065.8,0.678339,0.549233,0.73532
2065.9,0.678025,0.549049,0.735421
2066,0.678158,0.549248,0.73491
2066.1,0.67817,0.549145,0.735162
2066.2,0.678323,0.549288,0.734937
2066.3,0.678118,0.549237,0.734772
2066.4,0.678241,0.549142,0.735281
2066.5,0.678224,0.549468,0.735339
2066.6,0.677996,0.549203,0.73547
2066.7,0.67826,0.549316,0.735288
2066.8,0.678558,0.549469,0.735459
2066.9,0.678872,0.549053,0.73569
2067,0.679028,0.549273,0.735689
2067.1,0.679184,0.549436,0.735521
2067.2,0.678834,0.549438,0.735553
2067.3,0.678463,0.549384,0.735594
2067.4,0.67865,0.549257,0.735654
2067.5,0.678483,0.548953,0.735511
2067.6,0.678797,0.548827,0.735528
2067.7,0.679096,0.548814,0.735881
2067.8,0.67912,0.548873,0.736466
2067.9,0.679226,0.549327,0.736467
2068,0.679609,0.549216,0.736158
2068.1,0.679497,0.549513,0.736586
2068.2,0.679437,0.549409,0.736337
2068.3,0.679508,0.549339,0.736301
2068.4,0.679614,0.549593,0.73613
2068.5,0.679165,0.549787,0.736489
2068.6,0.679533,0.549776,0.736378
2068.7,0.679787,0.549705,0.736114
2068.8,0.679367,0.54932,0.736153
2068.9,0.679234,0.549199,0.735859
2069,0.679058,0.549093,0.735567
2069.1,0.679151,0.549107,0.735934
2069.2,0.678954,0.548928,0.735877
2069.3,0.679323,0.549218,0.73606
2069.4,0.67952,0.549375,0.736292
2069.5,0.679183,0.549244,0.736135
2069.6,0.679343,0.549378,0.735546
2069.7,0.679241,0.549344,0.735144
2069.8,0.679397,0.549223,0.73461
2069.9,0.679515,0.548859,0.73463
2070,0.679035,0.548846,0.734848
2070.1,0.678717,0.548789,0.734073
2070.2,0.678764,0.548706,0.734046
2070.3,0.678953,0.54861,0.734169
2070.4,0.699323,0.548557,0.734529
2070.5,0.698323,0.548719,0.734584
2070.6,0.697262,0.549073,0.734881
2070.7,0.696904,0.549377,0.735089
2070.8,0.696397,0.549608,0.734946
2070.9,0.695697,0.549628,0.734923
2071,0.694964,0.549636,0.73475
2071.1,0.694243,0.54993,0.7348
2071.2,0.693747,0.550131,0.7346
2071.3,0.693086,0.550374,0.734114
2071.4,0.692643,0.549932,0.734568
2071.5,0.692103,0.549976,0.734796
2071.6,0.691791,0.550286,0.734594
2071.7,0.691379,0.550165,0.734688
2071.8,0.691004,0.550316,0.734985
2071.9,0.690744,0.550361,0.734964
2072,0.690401,0.550703,0.734945
2072.1,0.689985,0.551371,0.735713
2072.2,0.689479,0.551189,0.735774
2072.3,0.689109,0.551272,0.735603
2072.4,0.688781,0.551125,0.735624
2072.5,0.688673,0.551124,0.735341
2072.6,0.688264,0.551284,0.735058
2072.7,0.687881,0.551014,0.734969
2072.8,0.687486,0.550794,0.73513
2072.9,0.68731,0.551026,0.734994
2073,0.687118,0.551335,0.735335
2073.1,0.686999,0.55148,0.735183
2073.2,0.686839,0.551189,0.735712
2073.3,0.68638,0.551552,0.735824
2073.4,0.686208,0.551611,0.736106
2073.5,0.685574,0.551535,0.736193
2073.6,0.685297,0.551862,0.736403
2073.7,0.685114,0.551878,0.73641
2073.8,0.684691,0.55202,0.736449
2073.9,0.684645,0.551877,0.7363
2074,0.684322,0.552026,0.736149
2074.1,0.684181,0.552448,0.736247
2074.2,0.684037,0.55253,0.736194
2074.3,0.683885,0.552836,0.736113
2074.4,0.683901,0.552579,0.736208
2074.5,0.683411,0.552502,0.736919
2074.6,0.683259,0.552354,0.736756
2074.7,0.68315,0.552432,0.736827
2074.8,0.683288,0.552342,0.737189
2074.9,0.683121,0.552352,0.737173
2075,0.683457,0.552122,0.737635
2075.1,0.683034,0.552206,0.737169
2075.2,0.682731,0.552425,0.737353
2075.3,0.682589,0.552346,0.737539
2075.4,0.682419,0.552331,0.737485
2075.5,0.682164,0.552475,0.738084
2075.6,0.681607,0.552414,0.738255
2075.7,0.681859,0.552802,0.738001
2075.8,0.681701,0.552616,0.738106
2075.9,0.681386,0.552694,0.737977
2076,0.681429,0.552881,0.738457
2076.1,0.68128,0.552514,0.738288
2076.2,0.681384,0.552128,0.737836
2076.3,0.681561,0.552196,0.737671
2076.4,0.681577,0.552261,0.737646
2076.5,0.681076,0.552366,0.737463
2076.6,0.681161,0.552391,0.73755
2076.7,0.680985,0.552433,0.737554
2076.8,0.680812,0.552345,0.737749
2076.9,0.680678,0.552257,0.737644
2077,0.680946,0.552183,0.737847
2077.1,0.680852,0.552312,0.737256
2077.2,0.680794,0.552231,0.737033
2077.3,0.680849,0.552094,0.736801
2077.4,0.680705,0.551768,0.736388
2077.5,0.6807,0.551909,0.736162
2077.6,0.680973,0.551824,0.736144
2077.7,0.681252,0.551999,0.736061
2077.8,0.681565,0.55191,0.736102
2077.9,0.681885,0.551807,0.736197
2078,0.681879,0.551361,0.736237
2078.1,0.681909,0.551378,0.735925
2078.2,0.681961,0.551095,0.736118
2078.3,0.682266,0.550843,0.73604
2078.4,0.681987,0.550749,0.73584
2078.5,0.682338,0.550863,0.736081
2078.6,0.681971,0.550862,0.736317
2078.7,0.681404,0.55084,0.736417
2078.8,0.681278,0.550732,0.735966
2078.9,0.681472,0.550699,0.736085
2079,0.681517,0.550626,0.736349
2079.1,0.681505,0.550303,0.736555
2079.2,0.68147,0.550465,0.736183
2079.3,0.681812,0.550297,0.735831
2079.4,0.681568,0.550078,0.735653
2079.5,0.68124,0.550031,0.735664
2079.6,0.681432,0.55032,0.735902
2079.7,0.681411,0.55039,0.736088
2079.8,0.681366,0.550453,0.735932
2079.9,0.681068,0.550315,0.736079
2080,0.681126,0.55067,0.735773
2080.1,0.681009,0.550744,0.735878
2080.2,0.680877,0.550739,0.736231
2080.3,0.680512,0.550192,0.736189
2080.4,0.680659,0.55012,0.735895
2080.5,0.680698,0.549914,0.735831
2080.6,0.680885,0.550027,0.735804
2080.7,0.680821,0.549913,0.735703
2080.8,0.68072,0.549851,0.735655
2080.9,0.680582,0.54988,0.735843
2081,0.680614,0.549898,0.735671
2081.1,0.680895,0.55007,0.73571
2081.2,0.68068,0.54982,0.735551
2081.3,0.680632,0.550356,0.735966
2081.4,0.680591,0.550153,0.735584
2081.5,0.680295,0.550214,0.735865
2081.6,0.680456,0.550357,0.735683
2081.7,0.680864,0.5504,0.735578
2081.8,0.680774,0.55018,0.735304
2081.9,0.680861,0.550351,0.735152
2082,0.680499,0.550102,0.735127
2082.1,0.680587,0.550409,0.735384
2082.2,0.680624,0.550401,0.735669
2082.3,0.680718,0.550496,0.735953
2082.4,0.680753,0.550811,0.735831
2082.5,0.680542,0.550767,0.735895
2082.6,0.680756,0.550695,0.735988
2082.7,0.680796,0.550378,0.736135
2082.8,0.680912,0.550519,0.735917
2082.9,0.680855,0.550579,0.735204
2083,0.681052,0.55053,0.735139
2083.1,0.680862,0.550298,0.734851
2083.2,0.680926,0.550556,0.735017
2083.3,0.680645,0.551085,0.73505
2083.4,0.680744,0.551067,0.73507
2083.5,0.68092,0.550678,0.735461
2083.6,0.680671,0.550455,0.73611
2083.7,0.680691,0.550145,0.735972
2083.8,0.680855,0.550501,0.735338
2083.9,0.680726,0.550362,0.734613
2084,0.680842,0.550479,0.734916
2084.1,0.680834,0.550317,0.734845
2084.2,0.680696,0.550085,0.735005
2084.3,0.68068,0.550334,0.735032
2084.4,0.680737,0.550357,0.735001
2084.5,0.680399,0.550395,0.734796
2084.6,0.680037,0.550468,0.735284
2084.7,0.68004,0.550708,0.735371
2084.8,0.680318,0.550656,0.735569
2084.9,0.680265,0.550939,0.735247
2085,0.680518,0.550978,0.735175
2085.1,0.680536,0.55097,0.734732
2085.2,0.6808,0.55086,0.734257
2085.3,0.680949,0.550984,0.733895
2085.4,0.680718,0.550986,0.733947
2085.5,0.680834,0.551065,0.734242
2085.6,0.680959,0.551091,0.734308
2085.7,0.680926,0.551233,0.734843
2085.8,0.680908,0.551528,0.734912
2085.9,0.681311,0.55134,0.734571
2086,0.681336,0.551414,0.734493
2086.1,0.681503,0.551377,0.734594
2086.2,0.681467,0.551149,0.734155
2086.3,0.681562,0.551286,0.734067
2086.4,0.681375,0.551589,0.733944
2086.5,0.681233,0.551828,0.734192
2086.6,0.681277,0.551781,0.734192
2086.7,0.681207,0.551602,0.734246
2086.8,0.680722,0.551472,0.734096
2086.9,0.680399,0.551457,0.733837
2087,0.680535,0.551198,0.734335
2087.1,0.680201,0.551176,0.734209
2087.2,0.679844,0.551286,0.733928
2087.3,0.679754,0.551118,0.733839
2087.4,0.679521,0.551147,0.734107
2087.5,0.679478,0.550981,0.733932
2087.6,0.679525,0.551117,0.733779
2087.7,0.679792,0.551271,0.733863
2087.8,0.679671,0.551388,0.73425
2087.9,0.679491,0.551348,0.734523
2088,0.67965,0.551433,0.734711
2088.1,0.679414,0.551582,0.734384
2088.2,0.679612,0.551522,0.733986
2088.3,0.679311,0.551212,0.734079
2088.4,0.679602,0.551243,0.734301
2088.5,0.680142,0.551038,0.73479
2088.6,0.680232,0.551025,0.7346
2088.7,0.680099,0.550879,0.734643
2088.8,0.680013,0.550992,0.734931
2088.9,0.680193,0.550801,0.734988
2089,0.68015,0.550768,0.735172
2089.1,0.680095,0.550907,0.734946
2089.2,0.680276,0.551122,0.735104
2089.3,0.68032,0.551153,0.735628
2089.4,0.680232,0.551147,0.735806
2089.5,0.679712,0.551468,0.736145
2089.6,0.679973,0.551525,0.736733
2089.7,0.680076,0.551782,0.73683
2089.8,0.680052,0.55173,0.736828
2089.9,0.680157,0.551637,0.73677
2090,0.680499,0.551742,0.73633
2090.1,0.68079,0.551415,0.736312
2090.2,0.680429,0.551339,0.736551
2090.3,0.680324,0.551222,0.736916
2090.4,0.680136,0.55123,0.736255
2090.5,0.680124,0.551148,0.736107
2090.6,0.680224,0.551118,0.735768
2090.7,0.680334,0.550982,0.735543
2090.8,0.680534,0.551302,0.735627
2090.9,0.680743,0.566461,0.735517
2091,0.680881,0.566346,0.735945
2091.1,0.680744,0.565675,0.73639
2091.2,0.681099,0.565233,0.736261
2091.3,0.681089,0.564985,0.736249
2091.4,0.680871,0.564634,0.736369
2091.5,0.680885,0.564401,0.73611
2091.6,0.680694,0.563968,0.736421
2091.7,0.680462,0.563527,0.736677
2091.8,0.680375,0.563249,0.737051
2091.9,0.680542,0.562708,0.737538
2092,0.679886,0.562433,0.737382
2092.1,0.679898,0.561841,0.736948
2092.2,0.679804,0.561215,0.736617
2092.3,0.680038,0.560701,0.736907
2092.4,0.679848,0.560415,0.737081
2092.5,0.679743,0.560339,0.73714
2092.6,0.679746,0.559838,0.737222
2092.7,0.679758,0.560005,0.737815
2092.8,0.679891,0.559549,0.73785
2092.9,0.680104,0.559448,0.73819
2093,0.680015,0.559183,0.738211
2093.1,0.679866,0.55885,0.738219
2093.2,0.679699,0.55882,0.738104
2093.3,0.679843,0.558244,0.737847
2093.4,0.679868,0.557899,0.73804
2093.5,0.679943,0.557658,0.737859
2093.6,0.680081,0.557524,0.738042
2093.7,0.679969,0.557207,0.738273
2093.8,0.680061,0.557147,0.738287
2093.9,0.679855,0.556666,0.73799
2094,0.679594,0.556229,0.738424
2094.1,0.67992,0.556085,0.738927
2094.2,0.680088,0.555916,0.738472
2094.3,0.680279,0.555447,0.737859
2094.4,0.680007,0.554951,0.737474
2094.5,0.679665,0.554938,0.737266
2094.6,0.67974,0.554931,0.737182
2094.7,0.679482,0.554607,0.737044
2094.8,0.679326,0.554536,0.737173
2094.9,0.679215,0.554441,0.737323
2095,0.679242,0.554095,0.736775
2095.1,0.679448,0.553571,0.73671
2095.2,0.679684,0.5538,0.737095
2095.3,0.679475,0.553904,0.736643
2095.4,0.679445,0.553765,0.736767
2095.5,0.679432,0.553719,0.736793
2095.6,0.679362,0.553468,0.73699
2095.7,0.679103,0.553468,0.736783
2095.8,0.679302,0.55335,0.736744
2095.9,0.678772,0.553013,0.737092
2096,0.678671,0.552924,0.736878
2096.1,0.6789,0.552754,0.736962
2096.2,0.678633,0.552754,0.736963
2096.3,0.67861,0.552955,0.737012
2096.4,0.67868,0.552422,0.736821
2096.5,0.678623,0.552364,0.736916
2096.6,0.678489,0.551952,0.737329
2096.7,0.678459,0.551912,0.737719
2096.8,0.678481,0.552134,0.737695
2096.9,0.679114,0.551922,0.737421
2097,0.679416,0.551867,0.737271
2097.1,0.679406,0.552106,0.736843
2097.2,0.679155,0.552042,0.736226
2097.3,0.679328,0.552049,0.736621
2097.4,0.679789,0.552125,0.736557
2097.5,0.680153,0.552153,0.736733
2097.6,0.679947,0.552404,0.736954
2097.7,0.679871,0.552193,0.737367
2097.8,0.679779,0.552242,0.737956
2097.9,0.680002,0.552247,0.738402
2098,0.680224,0.552159,0.738184
2098.1,0.680323,0.552031,0.738041
2098.2,0.680501,0.552003,0.737994
2098.3,0.6805,0.551905,0.738302
2098.4,0.680236,0.551736,0.73828
2098.5,0.6801,0.551619,0.737906
2098.6,0.679917,0.552094,0.737981
2098.7,0.679638,0.552138,0.738459
2098.8,0.679262,0.551997,0.738722
2098.9,0.679501,0.552104,0.738389
2099,0.67948,0.551946,0.738794
2099.1,0.67968,0.551704,0.73858
2099.2,0.679565,0.551745,0.738108
2099.3,0.679287,0.551687,0.738267
2099.4,0.679556,0.55146,0.738465
2099.5,0.679799,0.551446,0.738802
2099.6,0.6799,0.551194,0.738264
2099.7,0.679803,0.551154,0.738607
2099.8,0.679656,0.551179,0.739212
2099.9,0.679728,0.551171,0.739292
2100,0.68002,0.551081,0.738706
